metric,band_a,band_b,state,state_days,lag_days,corr,perm_p,n,uncond_best_lag,uncond_best_corr,state_conditioned,workstream,fdr_q
rank_velocity_7d,201-300,301-500,BREADTH_EXPANDING,715,3,0.2275,0.0149,685,7,-0.4027,True,B,0.0461
rank_velocity_7d,201-300,301-500,BREADTH_EXPANDING,715,7,-0.3207,0.005,682,7,-0.4027,False,B,0.0241
rank_velocity_7d,201-300,301-500,BREADTH_CONTRACTING,1481,-7,-0.3426,0.005,1406,7,-0.4027,True,B,0.0241
rank_velocity_7d,201-300,301-500,BREADTH_CONTRACTING,1481,-3,0.0842,0.0249,1416,7,-0.4027,True,B,0.0658
rank_velocity_7d,201-300,301-500,BREADTH_CONTRACTING,1481,-1,0.2853,0.005,1421,7,-0.4027,True,B,0.0241
rank_velocity_7d,201-300,301-500,BREADTH_CONTRACTING,1481,1,0.2807,0.005,1421,7,-0.4027,True,B,0.0241
rank_velocity_7d,201-300,301-500,BREADTH_CONTRACTING,1481,3,0.0825,0.0348,1416,7,-0.4027,True,B,0.0858
rank_velocity_7d,201-300,301-500,BREADTH_CONTRACTING,1481,7,-0.3881,0.005,1406,7,-0.4027,False,B,0.0241
rank_velocity_7d,201-300,301-500,SC_INFLOW,1550,-7,-0.3554,0.005,1468,7,-0.4027,True,B,0.0241
rank_velocity_7d,201-300,301-500,SC_INFLOW,1550,-3,0.1234,0.01,1479,7,-0.4027,True,B,0.0356
rank_velocity_7d,201-300,301-500,SC_INFLOW,1550,-1,0.2645,0.005,1484,7,-0.4027,True,B,0.0241
rank_velocity_7d,201-300,301-500,SC_INFLOW,1550,1,0.265,0.005,1484,7,-0.4027,True,B,0.0241
rank_velocity_7d,201-300,301-500,SC_INFLOW,1550,3,0.1218,0.0199,1479,7,-0.4027,True,B,0.0566
rank_velocity_7d,201-300,301-500,SC_INFLOW,1550,7,-0.4003,0.005,1468,7,-0.4027,False,B,0.0241
rank_velocity_7d,201-300,301-500,SC_OUTFLOW,646,-7,0.0177,0.6567,620,7,-0.4027,False,B,0.756
rank_velocity_7d,201-300,301-500,SC_OUTFLOW,646,-3,0.1293,0.0249,623,7,-0.4027,True,B,0.0658
rank_velocity_7d,201-300,301-500,SC_OUTFLOW,646,-1,0.1285,0.0249,625,7,-0.4027,True,B,0.0658
rank_velocity_7d,201-300,301-500,SC_OUTFLOW,646,1,0.1377,0.0199,625,7,-0.4027,True,B,0.0566
rank_velocity_7d,201-300,301-500,SC_OUTFLOW,646,3,0.0783,0.0995,623,7,-0.4027,False,B,0.1909
rank_velocity_7d,201-300,301-500,SC_OUTFLOW,646,7,0.0456,0.3632,620,7,-0.4027,False,B,0.5122
rank_velocity_7d,201-300,301-500,CONC_RISING,1112,-7,0.178,0.0597,1053,7,-0.4027,False,B,0.1285
rank_velocity_7d,201-300,301-500,CONC_RISING,1112,-3,0.2425,0.0299,1061,7,-0.4027,True,B,0.0759
rank_velocity_7d,201-300,301-500,CONC_RISING,1112,-1,0.4886,0.005,1068,7,-0.4027,True,B,0.0241
rank_velocity_7d,201-300,301-500,CONC_RISING,1112,1,0.478,0.005,1068,7,-0.4027,True,B,0.0241
rank_velocity_7d,201-300,301-500,CONC_RISING,1112,3,0.2163,0.01,1061,7,-0.4027,True,B,0.0356
rank_velocity_7d,201-300,301-500,CONC_RISING,1112,7,0.1739,0.0647,1053,7,-0.4027,False,B,0.1367
rank_velocity_7d,201-300,301-500,CONC_FALLING,1077,-7,0.2454,0.0249,1036,7,-0.4027,True,B,0.0658
rank_velocity_7d,201-300,301-500,CONC_FALLING,1077,-3,0.3996,0.005,1039,7,-0.4027,True,B,0.0241
rank_velocity_7d,201-300,301-500,CONC_FALLING,1077,-1,0.5085,0.005,1040,7,-0.4027,True,B,0.0241
rank_velocity_7d,201-300,301-500,CONC_FALLING,1077,1,0.4985,0.005,1040,7,-0.4027,True,B,0.0241
rank_velocity_7d,201-300,301-500,CONC_FALLING,1077,3,0.3685,0.005,1039,7,-0.4027,True,B,0.0241
rank_velocity_7d,201-300,301-500,CONC_FALLING,1077,7,0.2393,0.0199,1036,7,-0.4027,True,B,0.0566
